frame_id,pred_label,description,numeric_score,phone_risk,smoothed_label
11447,0,day slow traffic_jam_proximity pedestrian_crossing,76.00,safe,0
11448,0,day slow traffic_jam_proximity pedestrian_crossing,81.00,safe,0
11507,0,day slow traffic_jam_proximity pedestrian_crossing,89.00,safe,0
11508,0,day slow traffic_jam_proximity pedestrian_crossing,76.00,safe,0
11567,0,day slow traffic_jam_proximity pedestrian_crossing,76.00,safe,0
11568,0,day slow traffic_jam_proximity pedestrian_crossing,89.00,safe,0
11627,0,day slow traffic_jam_proximity pedestrian_crossing,88.00,safe,0
11628,0,day slow traffic_jam_proximity pedestrian_crossing,88.00,safe,0
11687,0,day slow traffic_jam_proximity pedestrian_crossing,100.00,safe,0
11688,0,day slow traffic_jam_proximity pedestrian_crossing,100.00,safe,0
11747,0,day slow traffic_jam_proximity pedestrian_crossing,98.00,safe,0
11748,0,day slow traffic_jam_proximity pedestrian_crossing,98.00,safe,0
11807,0,day slow traffic_jam_proximity pedestrian_crossing,100.00,safe,0
11808,0,day slow traffic_jam_proximity pedestrian_crossing,88.00,safe,0
11867,0,day slow traffic_jam_proximity pedestrian_crossing,96.00,safe,0
11868,0,day slow traffic_jam_proximity pedestrian_crossing,81.00,safe,0
11927,0,day slow traffic_jam_proximity pedestrian_crossing,96.00,safe,0
11928,0,day slow traffic_jam_proximity pedestrian_crossing,100.00,safe,0
11987,0,night slow traffic_jam_proximity pedestrian_crossing,94.00,safe,0
11988,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
12046,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
12047,0,day slow traffic_jam_proximity pedestrian_crossing,94.00,safe,0
12106,0,day slow traffic_jam_proximity pedestrian_crossing,100.00,safe,0
12107,0,day slow traffic_jam_proximity pedestrian_crossing,100.00,safe,0
12166,0,day slow traffic_jam_proximity pedestrian_crossing,89.00,safe,0
12167,0,day slow traffic_jam_proximity pedestrian_crossing,81.00,safe,0
12226,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
12227,0,day slow traffic_jam_proximity pedestrian_crossing,76.00,safe,0
12286,0,day slow traffic_jam_proximity pedestrian_crossing,86.00,safe,0
12287,0,day slow traffic_jam_proximity pedestrian_crossing,86.00,safe,0
12346,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
12347,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
12406,0,day slow traffic_jam_proximity pedestrian_crossing,96.00,safe,0
12407,0,day slow traffic_jam_proximity pedestrian_crossing,96.00,safe,0
12466,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
12467,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
12526,0,day slow traffic_jam_proximity pedestrian_crossing,74.00,safe,0
12527,0,day slow traffic_jam_proximity pedestrian_crossing,96.00,safe,0
12586,0,day slow traffic_jam_proximity pedestrian_crossing,79.00,safe,0
12587,0,day slow traffic_jam_proximity pedestrian_crossing,89.00,safe,0
12646,0,day slow traffic_jam_proximity pedestrian_crossing,89.00,safe,0
12647,0,day slow traffic_jam_proximity pedestrian_crossing,94.00,safe,0
12706,0,day slow traffic_jam_proximity pedestrian_crossing,96.00,safe,0
12707,0,day slow traffic_jam_proximity pedestrian_crossing,100.00,safe,0
12766,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
12767,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
12826,0,day slow traffic_jam_proximity pedestrian_crossing,100.00,safe,0
12827,0,day slow traffic_jam_proximity pedestrian_crossing,96.00,safe,0
12886,0,day slow traffic_jam_proximity pedestrian_crossing,89.00,safe,0
12887,0,day slow traffic_jam_proximity pedestrian_crossing,89.00,safe,0
12946,0,day slow traffic_jam_proximity pedestrian_crossing,91.00,safe,0
12947,0,day slow traffic_jam_proximity pedestrian_crossing,91.00,safe,0
13005,0,day slow traffic_jam_proximity pedestrian_crossing,79.00,safe,0
13006,0,day slow traffic_jam_proximity pedestrian_crossing,76.00,safe,0
13065,0,day slow traffic_jam_proximity pedestrian_crossing,91.00,safe,0
13066,0,day slow traffic_jam_proximity pedestrian_crossing,91.00,safe,0
13125,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
13126,0,day slow traffic_jam_proximity pedestrian_crossing,71.00,safe,0
13185,0,day slow traffic_jam_proximity pedestrian_crossing,83.00,safe,0
13186,0,day slow traffic_jam_proximity pedestrian_crossing,74.00,safe,0
13245,0,day slow traffic_jam_proximity pedestrian_crossing,81.00,safe,0
13246,0,day slow traffic_jam_proximity pedestrian_crossing,89.00,safe,0
13305,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
13306,0,day slow traffic_jam_proximity pedestrian_crossing,76.00,safe,0
13365,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
13366,0,day slow traffic_jam_proximity pedestrian_crossing,96.00,safe,0
13425,0,day slow traffic_jam_proximity pedestrian_crossing,88.00,safe,0
13426,0,day slow traffic_jam_proximity pedestrian_crossing,88.00,safe,0
13485,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
13486,0,day slow traffic_jam_proximity pedestrian_crossing,89.00,safe,0
13545,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
13546,0,day slow traffic_jam_proximity pedestrian_crossing,96.00,safe,0
13605,0,day slow traffic_jam_proximity pedestrian_crossing,91.00,safe,0
13606,2,day fast high_speed wrong_side_risk rapid_closing_speed pedestrian_crossing close_proximity,100.00,safe,2
13665,2,day fast high_speed wrong_side_risk rapid_closing_speed pedestrian_crossing close_proximity,100.00,safe,2
13666,0,day slow traffic_jam_proximity pedestrian_crossing,76.00,safe,2
13725,0,day slow traffic_jam_proximity pedestrian_crossing,86.00,safe,2
13726,2,day fast high_speed wrong_side_risk rapid_closing_speed pedestrian_crossing pinch_point close_proximity,100.00,safe,2
13785,2,day fast high_speed wrong_side_risk rapid_closing_speed pedestrian_crossing close_proximity,100.00,safe,2
13786,0,day slow traffic_jam_proximity pedestrian_crossing,81.00,safe,2
13845,0,day slow traffic_jam_proximity pedestrian_crossing,79.00,safe,2
13846,0,day slow traffic_jam_proximity pedestrian_crossing,96.00,safe,2
13905,0,day slow traffic_jam_proximity pedestrian_crossing,86.00,safe,2
13906,0,day slow traffic_jam_proximity pedestrian_crossing,86.00,safe,0
13965,0,day slow traffic_jam_proximity pedestrian_crossing,100.00,safe,0
13966,0,day slow traffic_jam_proximity pedestrian_crossing,100.00,safe,0
14024,0,day slow traffic_jam_proximity pedestrian_crossing,66.00,safe,0
14025,0,day slow traffic_jam_proximity pedestrian_crossing,81.00,safe,0
14084,0,day slow traffic_jam_proximity,76.00,safe,0
14085,0,day slow traffic_jam_proximity pedestrian_crossing,66.00,safe,0
14144,0,day slow traffic_jam_proximity pedestrian_crossing,100.00,safe,0
14145,0,day slow traffic_jam_proximity pedestrian_crossing,91.00,safe,0
14204,0,day slow traffic_jam_proximity pedestrian_crossing,66.00,safe,0
14205,0,day slow traffic_jam_proximity pedestrian_crossing,81.00,safe,0
14264,0,day slow traffic_jam_proximity pedestrian_crossing,81.00,safe,0
14265,0,day slow pedestrian_crossing safe_distance,63.00,safe,0
14324,0,day slow traffic_jam_proximity pedestrian_crossing,81.00,safe,0
14325,0,day slow traffic_jam_proximity pedestrian_crossing,81.00,safe,0
14384,0,day slow traffic_jam_proximity pedestrian_crossing,94.00,safe,0
14385,0,day slow traffic_jam_proximity pedestrian_crossing,79.00,safe,0
14444,0,day slow traffic_jam_proximity pedestrian_crossing,89.00,safe,0
14445,0,day slow traffic_jam_proximity pedestrian_crossing,74.00,safe,0
14504,0,day slow traffic_jam_proximity pedestrian_crossing,81.00,safe,0
14505,0,day slow traffic_jam_proximity pedestrian_crossing,96.00,safe,0
14564,0,day slow traffic_jam_proximity pedestrian_crossing,81.00,safe,0
14565,0,day slow traffic_jam_proximity pedestrian_crossing,81.00,safe,0
14624,0,day slow traffic_jam_proximity pedestrian_crossing,88.00,safe,0
14625,0,day slow traffic_jam_proximity pedestrian_crossing,88.00,safe,0
14684,0,day slow traffic_jam_proximity pedestrian_crossing,76.00,safe,0
14685,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
14744,0,day slow traffic_jam_proximity pedestrian_crossing,99.00,safe,0
14745,0,day slow traffic_jam_proximity pedestrian_crossing,99.00,safe,0
14804,0,day slow traffic_jam_proximity pedestrian_crossing,100.00,safe,0
14805,0,day slow traffic_jam_proximity pedestrian_crossing,86.00,safe,0
14864,0,day slow traffic_jam_proximity pedestrian_crossing,76.00,safe,0
14865,0,day slow traffic_jam_proximity pedestrian_crossing,79.00,safe,0
14924,0,day slow traffic_jam_proximity pedestrian_crossing,79.00,safe,0
14925,0,day slow traffic_jam_proximity pedestrian_crossing,79.00,safe,0
14984,0,day slow traffic_jam_proximity pedestrian_crossing,76.00,safe,0
14985,0,day slow traffic_jam_proximity pedestrian_crossing,81.00,safe,0
15043,0,day slow traffic_jam_proximity pedestrian_crossing,88.00,safe,0
15044,0,day slow traffic_jam_proximity pedestrian_crossing,88.00,safe,0
15103,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
15104,0,day slow traffic_jam_proximity pedestrian_crossing,79.00,safe,0
15163,0,day slow traffic_jam_proximity pedestrian_crossing,91.00,safe,0
15164,0,day slow traffic_jam_proximity pedestrian_crossing,76.00,safe,0
15223,0,day slow traffic_jam_proximity pedestrian_crossing,98.00,safe,0
15224,0,day slow traffic_jam_proximity pedestrian_crossing,100.00,safe,0
15283,0,day slow traffic_jam_proximity pedestrian_crossing,88.00,safe,0
15284,0,day slow traffic_jam_proximity pedestrian_crossing,71.00,safe,0
15343,0,day slow traffic_jam_proximity pedestrian_crossing,69.00,safe,0
15344,0,day slow traffic_jam_proximity pedestrian_crossing,79.00,safe,0
15403,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
15404,0,day slow traffic_jam_proximity pedestrian_crossing,89.00,safe,0
15463,0,day slow traffic_jam_proximity pedestrian_crossing,79.00,safe,0
15464,0,day slow traffic_jam_proximity pedestrian_crossing,79.00,safe,0
15523,0,day slow traffic_jam_proximity pedestrian_crossing,89.00,safe,0
15524,0,day slow traffic_jam_proximity pedestrian_crossing,41.00,safe,0
15583,0,day slow traffic_jam_proximity pedestrian_crossing,88.00,safe,0
15584,0,day slow traffic_jam_proximity pedestrian_crossing,65.00,safe,0
15643,0,day slow traffic_jam_proximity pedestrian_crossing,76.00,safe,0
15644,0,day slow traffic_jam_proximity pedestrian_crossing,76.00,safe,0
15703,0,day slow traffic_jam_proximity pedestrian_crossing,76.00,safe,0
15704,0,day slow traffic_jam_proximity pedestrian_crossing,76.00,safe,0
15763,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
15764,0,day slow traffic_jam_proximity,69.00,safe,0
15823,0,day slow traffic_jam_proximity pedestrian_crossing,81.00,safe,0
15824,0,day slow traffic_jam_proximity pedestrian_crossing,91.00,safe,0
15883,0,day slow traffic_jam_proximity pedestrian_crossing,76.00,safe,0
15884,0,day slow traffic_jam_proximity pedestrian_crossing,76.00,safe,0
15943,1,day slow safe_distance,70.00,safe,1
15944,0,day slow pedestrian_crossing safe_distance,58.00,safe,1
16002,0,day slow traffic_jam_proximity pedestrian_crossing,76.00,safe,1
16003,0,day slow traffic_jam_proximity pedestrian_crossing,79.00,safe,1
16062,1,day slow safe_distance,61.00,safe,1
16063,1,day slow safe_distance,66.00,safe,1
16122,0,day slow traffic_jam_proximity pedestrian_crossing,91.00,safe,1
16123,0,day slow traffic_jam_proximity pedestrian_crossing,91.00,safe,1
16182,0,day slow traffic_jam_proximity pedestrian_crossing,86.00,safe,1
16183,0,day slow traffic_jam_proximity pedestrian_crossing,76.00,safe,1
16242,0,day slow traffic_jam_proximity pedestrian_crossing,96.00,safe,0
16243,0,day slow traffic_jam_proximity pedestrian_crossing,96.00,safe,0
16302,0,day slow traffic_jam_proximity pedestrian_crossing,99.00,safe,0
16303,0,day slow traffic_jam_proximity pedestrian_crossing,99.00,safe,0
16362,0,day slow traffic_jam_proximity pedestrian_crossing,100.00,safe,0
16363,0,day slow traffic_jam_proximity pedestrian_crossing,71.00,safe,0
16422,0,day slow traffic_jam_proximity pedestrian_crossing,100.00,safe,0
16423,0,day slow traffic_jam_proximity pedestrian_crossing,89.00,safe,0
16482,0,day slow traffic_jam_proximity pedestrian_crossing,79.00,safe,0
16483,0,day slow traffic_jam_proximity pedestrian_crossing,79.00,safe,0
16542,0,day slow traffic_jam_proximity pedestrian_crossing,79.00,safe,0
16543,0,day slow traffic_jam_proximity pedestrian_crossing,71.00,safe,0
16602,0,day slow traffic_jam_proximity pedestrian_crossing,76.00,safe,0
16603,0,day slow traffic_jam_proximity pedestrian_crossing,76.00,safe,0
16662,0,day slow traffic_jam_proximity pedestrian_crossing,81.00,safe,0
16663,0,day slow traffic_jam_proximity pedestrian_crossing,81.00,safe,0
16722,0,day slow traffic_jam_proximity pedestrian_crossing,100.00,safe,0
16723,0,day slow traffic_jam_proximity pedestrian_crossing,91.00,safe,0
16782,0,day slow traffic_jam_proximity pedestrian_crossing,93.00,safe,0
16783,0,day slow traffic_jam_proximity pedestrian_crossing,93.00,safe,0
16842,0,day slow traffic_jam_proximity pedestrian_crossing,100.00,safe,0
16843,0,day slow traffic_jam_proximity pedestrian_crossing,100.00,safe,0
16902,0,day slow traffic_jam_proximity pedestrian_crossing,76.00,safe,0
16903,0,day slow traffic_jam_proximity pedestrian_crossing,76.00,safe,0
16962,0,day slow traffic_jam_proximity pedestrian_crossing,81.00,safe,0
16963,0,day slow traffic_jam_proximity pedestrian_crossing,76.00,safe,0
17021,0,day slow traffic_jam_proximity pedestrian_crossing,76.00,safe,0
17022,0,day slow traffic_jam_proximity pedestrian_crossing,76.00,safe,0
17081,0,day slow traffic_jam_proximity pedestrian_crossing,79.00,safe,0
17082,0,day slow traffic_jam_proximity pedestrian_crossing,79.00,safe,0
17141,0,day slow traffic_jam_proximity pedestrian_crossing,100.00,safe,0
17142,0,day slow traffic_jam_proximity pedestrian_crossing,100.00,safe,0
17201,0,day slow traffic_jam_proximity pedestrian_crossing,100.00,safe,0
17202,0,day slow traffic_jam_proximity pedestrian_crossing,100.00,safe,0
17261,0,day slow traffic_jam_proximity pedestrian_crossing,61.00,safe,0
17262,0,day slow traffic_jam_proximity pedestrian_crossing,61.00,safe,0
17321,0,day slow traffic_jam_proximity pedestrian_crossing,79.00,safe,0
17322,0,day slow traffic_jam_proximity pedestrian_crossing,74.00,safe,0
17381,0,day slow traffic_jam_proximity pedestrian_crossing,75.00,safe,0
17382,0,day slow traffic_jam_proximity pedestrian_crossing,66.00,safe,0
17441,0,day slow traffic_jam_proximity pedestrian_crossing,89.00,safe,0
17442,0,day slow traffic_jam_proximity pedestrian_crossing,79.00,safe,0
17501,0,day slow traffic_jam_proximity pedestrian_crossing,81.00,safe,0
17502,0,day slow traffic_jam_proximity pedestrian_crossing,81.00,safe,0
17561,0,day slow traffic_jam_proximity pedestrian_crossing,79.00,safe,0
17562,0,day slow traffic_jam_proximity,64.00,safe,0
17621,0,day slow traffic_jam_proximity pedestrian_crossing,91.00,safe,0
17622,0,day slow traffic_jam_proximity pedestrian_crossing,91.00,safe,0
17681,0,day slow traffic_jam_proximity pedestrian_crossing,96.00,safe,0
17682,0,day slow traffic_jam_proximity pedestrian_crossing,68.00,safe,0
17741,0,day slow traffic_jam_proximity pedestrian_crossing,94.00,safe,0
17742,0,day slow traffic_jam_proximity pedestrian_crossing,100.00,safe,0
17801,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
17802,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
17861,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
17862,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
17921,0,day slow traffic_jam_proximity,71.00,safe,0
17922,0,day slow traffic_jam_proximity pedestrian_crossing,86.00,safe,0
17981,0,day slow traffic_jam_proximity pedestrian_crossing,79.00,safe,0
17982,0,day slow traffic_jam_proximity pedestrian_crossing,56.00,safe,0
18040,0,day slow traffic_jam_proximity pedestrian_crossing,93.00,safe,0
18041,0,day slow traffic_jam_proximity pedestrian_crossing,93.00,safe,0
18100,0,day slow traffic_jam_proximity pedestrian_crossing,100.00,safe,0
18101,0,day slow traffic_jam_proximity pedestrian_crossing,100.00,safe,0
18160,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
18161,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
18220,0,day slow traffic_jam_proximity pedestrian_crossing,100.00,safe,0
18221,0,day slow traffic_jam_proximity pedestrian_crossing,100.00,safe,0
18280,0,day slow traffic_jam_proximity,76.00,safe,0
18281,0,day slow traffic_jam_proximity,73.00,safe,0
18340,0,day slow traffic_jam_proximity pedestrian_crossing,100.00,safe,0
18341,0,day slow traffic_jam_proximity pedestrian_crossing,96.00,safe,0
18400,0,day slow traffic_jam_proximity pedestrian_crossing,79.00,safe,0
18401,0,day slow traffic_jam_proximity pedestrian_crossing,100.00,safe,0
18460,0,day slow traffic_jam_proximity pedestrian_crossing,76.00,safe,0
18461,0,day slow traffic_jam_proximity pedestrian_crossing,76.00,safe,0
18520,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
18521,0,day slow traffic_jam_proximity pedestrian_crossing,76.00,safe,0
18580,0,day slow traffic_jam_proximity pedestrian_crossing,91.00,safe,0
18581,0,day slow traffic_jam_proximity pedestrian_crossing,100.00,safe,0
18640,0,day slow traffic_jam_proximity pedestrian_crossing,79.00,safe,0
18641,0,day slow traffic_jam_proximity pedestrian_crossing,76.00,safe,0
18700,0,day slow traffic_jam_proximity,69.00,safe,0
18701,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
18760,0,day slow traffic_jam_proximity pedestrian_crossing,76.00,safe,0
18761,0,day slow traffic_jam_proximity pedestrian_crossing,76.00,safe,0
18820,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
18821,0,day slow traffic_jam_proximity pedestrian_crossing,79.00,safe,0
18880,0,day slow traffic_jam_proximity pedestrian_crossing,81.00,safe,0
18881,0,day slow traffic_jam_proximity pedestrian_crossing,81.00,safe,0
18940,0,day slow traffic_jam_proximity pedestrian_crossing,79.00,safe,0
18941,0,day slow traffic_jam_proximity pedestrian_crossing,53.00,safe,0
18999,0,day slow traffic_jam_proximity pedestrian_crossing,79.00,safe,0
19000,0,day slow traffic_jam_proximity pedestrian_crossing,79.00,safe,0
19059,0,day slow traffic_jam_proximity pedestrian_crossing,79.00,safe,0
19060,0,day slow traffic_jam_proximity pedestrian_crossing,64.00,safe,0
19119,0,day slow traffic_jam_proximity pedestrian_crossing,74.00,safe,0
19120,0,day slow traffic_jam_proximity pedestrian_crossing,74.00,safe,0
19179,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
19180,0,day slow traffic_jam_proximity pedestrian_crossing,100.00,safe,0
19239,0,day slow traffic_jam_proximity pedestrian_crossing,64.00,safe,0
19240,0,day slow traffic_jam_proximity pedestrian_crossing,64.00,safe,0
19299,0,day slow traffic_jam_proximity pedestrian_crossing,89.00,safe,0
19300,0,day slow traffic_jam_proximity pedestrian_crossing,94.00,safe,0
19359,1,day slow safe_distance,58.00,safe,1
19360,1,day slow safe_distance,43.00,safe,1
19419,0,day slow traffic_jam_proximity pedestrian_crossing,100.00,safe,1
19420,0,day slow traffic_jam_proximity pedestrian_crossing,100.00,safe,1
19479,0,day slow traffic_jam_proximity pedestrian_crossing,76.00,safe,1
19480,0,day slow traffic_jam_proximity pedestrian_crossing,79.00,safe,1
19539,0,day slow traffic_jam_proximity pedestrian_crossing,100.00,safe,0
19540,0,day slow traffic_jam_proximity pedestrian_crossing,94.00,safe,0
19599,0,day slow traffic_jam_proximity pedestrian_crossing,64.00,safe,0
19600,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
19659,0,day slow traffic_jam_proximity pedestrian_crossing,81.00,safe,0
19660,0,day slow traffic_jam_proximity pedestrian_crossing,81.00,safe,0
19719,0,day slow traffic_jam_proximity pedestrian_crossing,99.00,safe,0
19720,0,day slow traffic_jam_proximity pedestrian_crossing,99.00,safe,0
19779,0,day slow traffic_jam_proximity pedestrian_crossing,100.00,safe,0
19780,0,day slow traffic_jam_proximity pedestrian_crossing,91.00,safe,0
19839,0,day slow traffic_jam_proximity pedestrian_crossing,79.00,safe,0
19840,0,day slow traffic_jam_proximity pedestrian_crossing,56.00,safe,0
19899,0,day slow traffic_jam_proximity pedestrian_crossing,79.00,safe,0
19900,0,day slow traffic_jam_proximity pedestrian_crossing,53.00,safe,0
19959,0,day slow traffic_jam_proximity pedestrian_crossing,61.00,safe,0
19960,0,day slow traffic_jam_proximity pedestrian_crossing,61.00,safe,0
20018,0,day slow traffic_jam_proximity pedestrian_crossing,100.00,safe,0
20019,0,day slow traffic_jam_proximity pedestrian_crossing,81.00,safe,0
20078,0,day slow traffic_jam_proximity pedestrian_crossing,76.00,safe,0
20079,0,day slow traffic_jam_proximity pedestrian_crossing,76.00,safe,0
20138,0,day slow traffic_jam_proximity pedestrian_crossing,86.00,safe,0
20139,0,day slow traffic_jam_proximity pedestrian_crossing,86.00,safe,0
20198,0,day slow traffic_jam_proximity pedestrian_crossing,61.00,safe,0
20199,0,day slow traffic_jam_proximity pedestrian_crossing,61.00,safe,0
20258,0,day slow traffic_jam_proximity pedestrian_crossing,86.00,safe,0
20259,0,day slow traffic_jam_proximity pedestrian_crossing,100.00,safe,0
20318,0,day slow traffic_jam_proximity pedestrian_crossing,81.00,safe,0
20319,0,day slow traffic_jam_proximity pedestrian_crossing,81.00,safe,0
20378,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
20379,0,day slow traffic_jam_proximity pedestrian_crossing,64.00,safe,0
20438,0,day slow traffic_jam_proximity pedestrian_crossing,91.00,safe,0
20439,0,day slow traffic_jam_proximity pedestrian_crossing,83.00,safe,0
20498,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
20499,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
20558,0,day slow traffic_jam_proximity pedestrian_crossing,79.00,safe,0
20559,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
20618,0,day slow traffic_jam_proximity pedestrian_crossing,38.00,safe,0
20619,0,day slow traffic_jam_proximity pedestrian_crossing,61.00,safe,0
20678,0,day slow traffic_jam_proximity pedestrian_crossing,79.00,safe,0
20679,0,day slow traffic_jam_proximity pedestrian_crossing,79.00,safe,0
20738,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
20739,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
20798,0,day slow traffic_jam_proximity pedestrian_crossing,100.00,safe,0
20799,0,day slow traffic_jam_proximity pedestrian_crossing,96.00,safe,0
20858,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
20859,1,day slow safe_distance,66.00,safe,1
20918,0,day slow traffic_jam_proximity pedestrian_crossing,91.00,safe,1
20919,0,day slow traffic_jam_proximity pedestrian_crossing,96.00,safe,1
20978,0,day slow traffic_jam_proximity,61.00,safe,1
20979,0,day slow traffic_jam_proximity,53.00,safe,1
21037,0,day slow traffic_jam_proximity pedestrian_crossing,88.00,safe,0
21038,0,day slow traffic_jam_proximity pedestrian_crossing,88.00,safe,0
21097,0,day slow traffic_jam_proximity pedestrian_crossing,76.00,safe,0
21098,0,day slow traffic_jam_proximity pedestrian_crossing,53.00,safe,0
21157,0,day slow traffic_jam_proximity pedestrian_crossing,89.00,safe,0
21158,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
21217,0,day slow traffic_jam_proximity pedestrian_crossing,69.00,safe,0
21218,0,day slow traffic_jam_proximity pedestrian_crossing,81.00,safe,0
21277,0,day slow traffic_jam_proximity pedestrian_crossing,76.00,safe,0
21278,0,day slow traffic_jam_proximity pedestrian_crossing,76.00,safe,0
21337,0,day slow traffic_jam_proximity pedestrian_crossing,76.00,safe,0
21338,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
21397,0,day slow traffic_jam_proximity pedestrian_crossing,79.00,safe,0
21398,0,day slow traffic_jam_proximity pedestrian_crossing,99.00,safe,0
21457,0,day slow traffic_jam_proximity pedestrian_crossing,96.00,safe,0
21458,0,day slow traffic_jam_proximity pedestrian_crossing,91.00,safe,0
21517,0,day slow traffic_jam_proximity pedestrian_crossing,79.00,safe,0
21518,0,day slow traffic_jam_proximity pedestrian_crossing,79.00,safe,0
21577,0,day slow traffic_jam_proximity pedestrian_crossing,94.00,safe,0
21578,0,day slow traffic_jam_proximity pedestrian_crossing,94.00,safe,0
21637,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
21638,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
21697,0,day slow traffic_jam_proximity pedestrian_crossing,81.00,safe,0
21698,0,day slow traffic_jam_proximity pedestrian_crossing,89.00,safe,0
21757,0,day slow traffic_jam_proximity pedestrian_crossing,91.00,safe,0
21758,0,day slow traffic_jam_proximity pedestrian_crossing,76.00,safe,0
21817,0,day slow traffic_jam_proximity pedestrian_crossing,86.00,safe,0
21818,0,day slow traffic_jam_proximity pedestrian_crossing,96.00,safe,0
21877,0,day slow traffic_jam_proximity pedestrian_crossing,100.00,safe,0
21878,0,day slow traffic_jam_proximity pedestrian_crossing,100.00,safe,0
21937,0,day slow traffic_jam_proximity,61.00,safe,0
21938,0,day slow traffic_jam_proximity,69.00,safe,0
21997,0,day slow traffic_jam_proximity pedestrian_crossing,94.00,safe,0
21998,0,day slow traffic_jam_proximity pedestrian_crossing,94.00,safe,0
22056,0,day slow traffic_jam_proximity pedestrian_crossing,76.00,safe,0
22057,0,day slow traffic_jam_proximity pedestrian_crossing,94.00,safe,0
22116,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
22117,0,day slow traffic_jam_proximity,69.00,safe,0
22176,0,day slow traffic_jam_proximity,69.00,safe,0
22177,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
22236,0,day slow traffic_jam_proximity pedestrian_crossing,89.00,safe,0
22237,0,day slow traffic_jam_proximity pedestrian_crossing,56.00,safe,0
22296,0,day slow traffic_jam_proximity pedestrian_crossing,91.00,safe,0
22297,0,day slow traffic_jam_proximity pedestrian_crossing,96.00,safe,0
22356,0,day slow traffic_jam_proximity pedestrian_crossing,99.00,safe,0
22357,0,day slow traffic_jam_proximity pedestrian_crossing,99.00,safe,0
22416,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
22417,0,day slow traffic_jam_proximity pedestrian_crossing,84.00,safe,0
22476,0,day slow traffic_jam_proximity pedestrian_crossing,86.00,safe,0
22477,0,day slow traffic_jam_proximity pedestrian_crossing,81.00,safe,0
22536,0,day slow traffic_jam_proximity pedestrian_crossing,89.00,safe,0
22537,0,day slow traffic_jam_proximity pedestrian_crossing,89.00,safe,0
22596,0,day slow traffic_jam_proximity pedestrian_crossing,79.00,safe,0
22597,0,day slow traffic_jam_proximity pedestrian_crossing,56.00,safe,0
22656,0,day slow traffic_jam_proximity,64.00,safe,0
22657,0,day slow traffic_jam_proximity,61.00,safe,0
22716,0,day slow traffic_jam_proximity,64.00,safe,0
22717,0,day slow traffic_jam_proximity,69.00,safe,0
22776,0,day slow traffic_jam_proximity,69.00,safe,0
22777,0,day slow traffic_jam_proximity pedestrian_crossing,61.00,safe,0
22836,0,day slow traffic_jam_proximity pedestrian_crossing,79.00,safe,0
22837,0,day slow traffic_jam_proximity pedestrian_crossing,79.00,safe,0
